id,yield,reactant_smiles,solvent_smiles,base_smiles,product_smiles,catalyst_smiles,reaction_classification
1240,9.96751,Nc1ccc(C)cc1.Clc1ccc(C(F)(F)F)cc1.P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C1CCCCC1)C1CCCCC1.o1nccc1C(=O)OC,CS(=O)C,CN1CCCN2C1=NCCC2,C1=CC(=CC=C1C(F)(F)F)NC2=CC=C(C=C2)C,CC(=O)[O-].CC(=O)[O-].[Pd+2],Buchwald-Hartwig
1241,17.78387,Nc1ccc(C)cc1.Brc1ccc(C(F)(F)F)cc1.P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C1CCCCC1)C1CCCCC1.o1nccc1C(=O)OC,CS(=O)C,CN1CCCN2C1=NCCC2,C1=CC(=CC=C1C(F)(F)F)NC2=CC=C(C=C2)C,CC(=O)[O-].CC(=O)[O-].[Pd+2],Buchwald-Hartwig
1242,18.90594,Nc1ccc(C)cc1.Ic1ccc(C(F)(F)F)cc1.P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C1CCCCC1)C1CCCCC1.o1nccc1C(=O)OC,CS(=O)C,CN1CCCN2C1=NCCC2,C1=CC(=CC=C1C(F)(F)F)NC2=CC=C(C=C2)C,CC(=O)[O-].CC(=O)[O-].[Pd+2],Buchwald-Hartwig
1243,0,Nc1ccc(C)cc1.Clc1ccc(OC)cc1.P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C1CCCCC1)C1CCCCC1.o1nccc1C(=O)OC,CS(=O)C,CN1CCCN2C1=NCCC2,COC1=CC=C(C=C1)NC2=CC=C(C=C2)C,CC(=O)[O-].CC(=O)[O-].[Pd+2],Buchwald-Hartwig
1244,2.78599,Nc1ccc(C)cc1.Brc1ccc(OC)cc1.P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C1CCCCC1)C1CCCCC1.o1nccc1C(=O)OC,CS(=O)C,CN1CCCN2C1=NCCC2,COC1=CC=C(C=C1)NC2=CC=C(C=C2)C,CC(=O)[O-].CC(=O)[O-].[Pd+2],Buchwald-Hartwig
1245,3.93603,Nc1ccc(C)cc1.Ic1ccc(OC)cc1.P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C1CCCCC1)C1CCCCC1.o1nccc1C(=O)OC,CS(=O)C,CN1CCCN2C1=NCCC2,COC1=CC=C(C=C1)NC2=CC=C(C=C2)C,CC(=O)[O-].CC(=O)[O-].[Pd+2],Buchwald-Hartwig
1246,3.46217,Nc1ccc(C)cc1.Clc1ccc(CC)cc1.P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C1CCCCC1)C1CCCCC1.o1nccc1C(=O)OC,CS(=O)C,CN1CCCN2C1=NCCC2,CCC1=CC=C(C=C1)NC2=CC=C(C=C2)C,CC(=O)[O-].CC(=O)[O-].[Pd+2],Buchwald-Hartwig
1247,12.57061,Nc1ccc(C)cc1.Brc1ccc(CC)cc1.P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C1CCCCC1)C1CCCCC1.o1nccc1C(=O)OC,CS(=O)C,CN1CCCN2C1=NCCC2,CCC1=CC=C(C=C1)NC2=CC=C(C=C2)C,CC(=O)[O-].CC(=O)[O-].[Pd+2],Buchwald-Hartwig
1248,12.67179,Nc1ccc(C)cc1.Ic1ccc(CC)cc1.P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C1CCCCC1)C1CCCCC1.o1nccc1C(=O)OC,CS(=O)C,CN1CCCN2C1=NCCC2,CCC1=CC=C(C=C1)NC2=CC=C(C=C2)C,CC(=O)[O-].CC(=O)[O-].[Pd+2],Buchwald-Hartwig
1249,14.22488,Nc1ccc(C)cc1.Clc1ccccn1.P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C1CCCCC1)C1CCCCC1.o1nccc1C(=O)OC,CS(=O)C,CN1CCCN2C1=NCCC2,C1=CC=NC(=C1)NC2=CC=C(C=C2)C,CC(=O)[O-].CC(=O)[O-].[Pd+2],Buchwald-Hartwig
1250,19.7825,Nc1ccc(C)cc1.Brc1ccccn1.P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C1CCCCC1)C1CCCCC1.o1nccc1C(=O)OC,CS(=O)C,CN1CCCN2C1=NCCC2,C1=CC=NC(=C1)NC2=CC=C(C=C2)C,CC(=O)[O-].CC(=O)[O-].[Pd+2],Buchwald-Hartwig
1251,23.41995,Nc1ccc(C)cc1.Ic1ccccn1.P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C1CCCCC1)C1CCCCC1.o1nccc1C(=O)OC,CS(=O)C,CN1CCCN2C1=NCCC2,C1=CC=NC(=C1)NC2=CC=C(C=C2)C,CC(=O)[O-].CC(=O)[O-].[Pd+2],Buchwald-Hartwig
1252,6.13163,Nc1ccc(C)cc1.Clc1cccnc1.P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C1CCCCC1)C1CCCCC1.o1nccc1C(=O)OC,CS(=O)C,CN1CCCN2C1=NCCC2,C1=CC(=CN=C1)NC2=CC=C(C=C2)C,CC(=O)[O-].CC(=O)[O-].[Pd+2],Buchwald-Hartwig
1253,9.89436,Nc1ccc(C)cc1.Brc1cccnc1.P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C1CCCCC1)C1CCCCC1.o1nccc1C(=O)OC,CS(=O)C,CN1CCCN2C1=NCCC2,C1=CC(=CN=C1)NC2=CC=C(C=C2)C,CC(=O)[O-].CC(=O)[O-].[Pd+2],Buchwald-Hartwig
1254,12.53742,Nc1ccc(C)cc1.Ic1cccnc1.P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C1CCCCC1)C1CCCCC1.o1nccc1C(=O)OC,CS(=O)C,CN1CCCN2C1=NCCC2,C1=CC(=CN=C1)NC2=CC=C(C=C2)C,CC(=O)[O-].CC(=O)[O-].[Pd+2],Buchwald-Hartwig
1255,9.61611,Nc1ccc(C)cc1.Clc1ccc(C(F)(F)F)cc1.P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C.o1nccc1C,CS(=O)C,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,C1=CC(=CC=C1C(F)(F)F)NC2=CC=C(C=C2)C,CC(=O)[O-].CC(=O)[O-].[Pd+2],Buchwald-Hartwig
1256,13.66497,Nc1ccc(C)cc1.Brc1ccc(C(F)(F)F)cc1.P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C.o1nccc1C,CS(=O)C,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,C1=CC(=CC=C1C(F)(F)F)NC2=CC=C(C=C2)C,CC(=O)[O-].CC(=O)[O-].[Pd+2],Buchwald-Hartwig
1257,11.85429,Nc1ccc(C)cc1.Ic1ccc(C(F)(F)F)cc1.P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C.o1nccc1C,CS(=O)C,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,C1=CC(=CC=C1C(F)(F)F)NC2=CC=C(C=C2)C,CC(=O)[O-].CC(=O)[O-].[Pd+2],Buchwald-Hartwig
1258,2.57933,Nc1ccc(C)cc1.Clc1ccc(OC)cc1.P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C.o1nccc1C,CS(=O)C,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,COC1=CC=C(C=C1)NC2=CC=C(C=C2)C,CC(=O)[O-].CC(=O)[O-].[Pd+2],Buchwald-Hartwig
1259,16.43583,Nc1ccc(C)cc1.Brc1ccc(OC)cc1.P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C.o1nccc1C,CS(=O)C,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,COC1=CC=C(C=C1)NC2=CC=C(C=C2)C,CC(=O)[O-].CC(=O)[O-].[Pd+2],Buchwald-Hartwig
1260,18.29617,Nc1ccc(C)cc1.Ic1ccc(OC)cc1.P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C.o1nccc1C,CS(=O)C,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,COC1=CC=C(C=C1)NC2=CC=C(C=C2)C,CC(=O)[O-].CC(=O)[O-].[Pd+2],Buchwald-Hartwig
1261,2.88933,Nc1ccc(C)cc1.Clc1ccc(CC)cc1.P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C.o1nccc1C,CS(=O)C,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,CCC1=CC=C(C=C1)NC2=CC=C(C=C2)C,CC(=O)[O-].CC(=O)[O-].[Pd+2],Buchwald-Hartwig
1262,19.25651,Nc1ccc(C)cc1.Brc1ccc(CC)cc1.P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C.o1nccc1C,CS(=O)C,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,CCC1=CC=C(C=C1)NC2=CC=C(C=C2)C,CC(=O)[O-].CC(=O)[O-].[Pd+2],Buchwald-Hartwig
1263,19.4249,Nc1ccc(C)cc1.Ic1ccc(CC)cc1.P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C.o1nccc1C,CS(=O)C,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,CCC1=CC=C(C=C1)NC2=CC=C(C=C2)C,CC(=O)[O-].CC(=O)[O-].[Pd+2],Buchwald-Hartwig
1264,30.389,Nc1ccc(C)cc1.Clc1ccccn1.P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C.o1nccc1C,CS(=O)C,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,C1=CC=NC(=C1)NC2=CC=C(C=C2)C,CC(=O)[O-].CC(=O)[O-].[Pd+2],Buchwald-Hartwig
1265,38.88073,Nc1ccc(C)cc1.Brc1ccccn1.P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C.o1nccc1C,CS(=O)C,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,C1=CC=NC(=C1)NC2=CC=C(C=C2)C,CC(=O)[O-].CC(=O)[O-].[Pd+2],Buchwald-Hartwig
1266,40.27888,Nc1ccc(C)cc1.Ic1ccccn1.P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C.o1nccc1C,CS(=O)C,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,C1=CC=NC(=C1)NC2=CC=C(C=C2)C,CC(=O)[O-].CC(=O)[O-].[Pd+2],Buchwald-Hartwig
1267,11.9427,Nc1ccc(C)cc1.Clc1cccnc1.P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C.o1nccc1C,CS(=O)C,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,C1=CC(=CN=C1)NC2=CC=C(C=C2)C,CC(=O)[O-].CC(=O)[O-].[Pd+2],Buchwald-Hartwig
1268,21.93776,Nc1ccc(C)cc1.Brc1cccnc1.P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C.o1nccc1C,CS(=O)C,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,C1=CC(=CN=C1)NC2=CC=C(C=C2)C,CC(=O)[O-].CC(=O)[O-].[Pd+2],Buchwald-Hartwig
1269,23.04134,Nc1ccc(C)cc1.Ic1cccnc1.P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C.o1nccc1C,CS(=O)C,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,C1=CC(=CN=C1)NC2=CC=C(C=C2)C,CC(=O)[O-].CC(=O)[O-].[Pd+2],Buchwald-Hartwig
1270,10.30939,Nc1ccc(C)cc1.Clc1ccc(C(F)(F)F)cc1.P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C.o1nccc1C,CS(=O)C,CC(C)(C)N=C(N(C)C)N(C)C,C1=CC(=CC=C1C(F)(F)F)NC2=CC=C(C=C2)C,CC(=O)[O-].CC(=O)[O-].[Pd+2],Buchwald-Hartwig
1271,32.25917,Nc1ccc(C)cc1.Brc1ccc(C(F)(F)F)cc1.P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C.o1nccc1C,CS(=O)C,CC(C)(C)N=C(N(C)C)N(C)C,C1=CC(=CC=C1C(F)(F)F)NC2=CC=C(C=C2)C,CC(=O)[O-].CC(=O)[O-].[Pd+2],Buchwald-Hartwig
1272,36.38251,Nc1ccc(C)cc1.Ic1ccc(C(F)(F)F)cc1.P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C.o1nccc1C,CS(=O)C,CC(C)(C)N=C(N(C)C)N(C)C,C1=CC(=CC=C1C(F)(F)F)NC2=CC=C(C=C2)C,CC(=O)[O-].CC(=O)[O-].[Pd+2],Buchwald-Hartwig
1273,0.32174,Nc1ccc(C)cc1.Clc1ccc(OC)cc1.P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C.o1nccc1C,CS(=O)C,CC(C)(C)N=C(N(C)C)N(C)C,COC1=CC=C(C=C1)NC2=CC=C(C=C2)C,CC(=O)[O-].CC(=O)[O-].[Pd+2],Buchwald-Hartwig
1274,33.60384,Nc1ccc(C)cc1.Brc1ccc(OC)cc1.P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C.o1nccc1C,CS(=O)C,CC(C)(C)N=C(N(C)C)N(C)C,COC1=CC=C(C=C1)NC2=CC=C(C=C2)C,CC(=O)[O-].CC(=O)[O-].[Pd+2],Buchwald-Hartwig
1275,42.00742,Nc1ccc(C)cc1.Ic1ccc(OC)cc1.P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C.o1nccc1C,CS(=O)C,CC(C)(C)N=C(N(C)C)N(C)C,COC1=CC=C(C=C1)NC2=CC=C(C=C2)C,CC(=O)[O-].CC(=O)[O-].[Pd+2],Buchwald-Hartwig
1276,1.09522,Nc1ccc(C)cc1.Clc1ccc(CC)cc1.P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C.o1nccc1C,CS(=O)C,CC(C)(C)N=C(N(C)C)N(C)C,CCC1=CC=C(C=C1)NC2=CC=C(C=C2)C,CC(=O)[O-].CC(=O)[O-].[Pd+2],Buchwald-Hartwig
1277,52.43953,Nc1ccc(C)cc1.Brc1ccc(CC)cc1.P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C.o1nccc1C,CS(=O)C,CC(C)(C)N=C(N(C)C)N(C)C,CCC1=CC=C(C=C1)NC2=CC=C(C=C2)C,CC(=O)[O-].CC(=O)[O-].[Pd+2],Buchwald-Hartwig
1278,54.90008,Nc1ccc(C)cc1.Ic1ccc(CC)cc1.P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C.o1nccc1C,CS(=O)C,CC(C)(C)N=C(N(C)C)N(C)C,CCC1=CC=C(C=C1)NC2=CC=C(C=C2)C,CC(=O)[O-].CC(=O)[O-].[Pd+2],Buchwald-Hartwig
1279,54.22896,Nc1ccc(C)cc1.Clc1ccccn1.P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C.o1nccc1C,CS(=O)C,CC(C)(C)N=C(N(C)C)N(C)C,C1=CC=NC(=C1)NC2=CC=C(C=C2)C,CC(=O)[O-].CC(=O)[O-].[Pd+2],Buchwald-Hartwig
1280,63.56431,Nc1ccc(C)cc1.Brc1ccccn1.P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C.o1nccc1C,CS(=O)C,CC(C)(C)N=C(N(C)C)N(C)C,C1=CC=NC(=C1)NC2=CC=C(C=C2)C,CC(=O)[O-].CC(=O)[O-].[Pd+2],Buchwald-Hartwig
1281,63.28695,Nc1ccc(C)cc1.Ic1ccccn1.P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C.o1nccc1C,CS(=O)C,CC(C)(C)N=C(N(C)C)N(C)C,C1=CC=NC(=C1)NC2=CC=C(C=C2)C,CC(=O)[O-].CC(=O)[O-].[Pd+2],Buchwald-Hartwig
1282,12.05436,Nc1ccc(C)cc1.Clc1cccnc1.P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C.o1nccc1C,CS(=O)C,CC(C)(C)N=C(N(C)C)N(C)C,C1=CC(=CN=C1)NC2=CC=C(C=C2)C,CC(=O)[O-].CC(=O)[O-].[Pd+2],Buchwald-Hartwig
1283,57.02972,Nc1ccc(C)cc1.Brc1cccnc1.P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C.o1nccc1C,CS(=O)C,CC(C)(C)N=C(N(C)C)N(C)C,C1=CC(=CN=C1)NC2=CC=C(C=C2)C,CC(=O)[O-].CC(=O)[O-].[Pd+2],Buchwald-Hartwig
1284,54.65489,Nc1ccc(C)cc1.Ic1cccnc1.P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C.o1nccc1C,CS(=O)C,CC(C)(C)N=C(N(C)C)N(C)C,C1=CC(=CN=C1)NC2=CC=C(C=C2)C,CC(=O)[O-].CC(=O)[O-].[Pd+2],Buchwald-Hartwig
1285,23.76548,Nc1ccc(C)cc1.Clc1ccc(C(F)(F)F)cc1.P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C.o1nccc1C,CS(=O)C,CN1CCCN2C1=NCCC2,C1=CC(=CC=C1C(F)(F)F)NC2=CC=C(C=C2)C,CC(=O)[O-].CC(=O)[O-].[Pd+2],Buchwald-Hartwig
1286,35.88988,Nc1ccc(C)cc1.Brc1ccc(C(F)(F)F)cc1.P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C.o1nccc1C,CS(=O)C,CN1CCCN2C1=NCCC2,C1=CC(=CC=C1C(F)(F)F)NC2=CC=C(C=C2)C,CC(=O)[O-].CC(=O)[O-].[Pd+2],Buchwald-Hartwig
1287,46.36907,Nc1ccc(C)cc1.Ic1ccc(C(F)(F)F)cc1.P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C.o1nccc1C,CS(=O)C,CN1CCCN2C1=NCCC2,C1=CC(=CC=C1C(F)(F)F)NC2=CC=C(C=C2)C,CC(=O)[O-].CC(=O)[O-].[Pd+2],Buchwald-Hartwig
1288,0.85726,Nc1ccc(C)cc1.Clc1ccc(OC)cc1.P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C.o1nccc1C,CS(=O)C,CN1CCCN2C1=NCCC2,COC1=CC=C(C=C1)NC2=CC=C(C=C2)C,CC(=O)[O-].CC(=O)[O-].[Pd+2],Buchwald-Hartwig
1289,44.39407,Nc1ccc(C)cc1.Brc1ccc(OC)cc1.P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C.o1nccc1C,CS(=O)C,CN1CCCN2C1=NCCC2,COC1=CC=C(C=C1)NC2=CC=C(C=C2)C,CC(=O)[O-].CC(=O)[O-].[Pd+2],Buchwald-Hartwig
1290,53.10448,Nc1ccc(C)cc1.Ic1ccc(OC)cc1.P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C.o1nccc1C,CS(=O)C,CN1CCCN2C1=NCCC2,COC1=CC=C(C=C1)NC2=CC=C(C=C2)C,CC(=O)[O-].CC(=O)[O-].[Pd+2],Buchwald-Hartwig
1291,5.49872,Nc1ccc(C)cc1.Clc1ccc(CC)cc1.P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C.o1nccc1C,CS(=O)C,CN1CCCN2C1=NCCC2,CCC1=CC=C(C=C1)NC2=CC=C(C=C2)C,CC(=O)[O-].CC(=O)[O-].[Pd+2],Buchwald-Hartwig
1292,68.26028,Nc1ccc(C)cc1.Brc1ccc(CC)cc1.P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C.o1nccc1C,CS(=O)C,CN1CCCN2C1=NCCC2,CCC1=CC=C(C=C1)NC2=CC=C(C=C2)C,CC(=O)[O-].CC(=O)[O-].[Pd+2],Buchwald-Hartwig
1293,67.19925,Nc1ccc(C)cc1.Ic1ccc(CC)cc1.P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C.o1nccc1C,CS(=O)C,CN1CCCN2C1=NCCC2,CCC1=CC=C(C=C1)NC2=CC=C(C=C2)C,CC(=O)[O-].CC(=O)[O-].[Pd+2],Buchwald-Hartwig
1294,73.07611,Nc1ccc(C)cc1.Clc1ccccn1.P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C.o1nccc1C,CS(=O)C,CN1CCCN2C1=NCCC2,C1=CC=NC(=C1)NC2=CC=C(C=C2)C,CC(=O)[O-].CC(=O)[O-].[Pd+2],Buchwald-Hartwig
1295,81.15618,Nc1ccc(C)cc1.Brc1ccccn1.P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C.o1nccc1C,CS(=O)C,CN1CCCN2C1=NCCC2,C1=CC=NC(=C1)NC2=CC=C(C=C2)C,CC(=O)[O-].CC(=O)[O-].[Pd+2],Buchwald-Hartwig
1296,79.52733,Nc1ccc(C)cc1.Ic1ccccn1.P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C.o1nccc1C,CS(=O)C,CN1CCCN2C1=NCCC2,C1=CC=NC(=C1)NC2=CC=C(C=C2)C,CC(=O)[O-].CC(=O)[O-].[Pd+2],Buchwald-Hartwig
1297,39.62689,Nc1ccc(C)cc1.Clc1cccnc1.P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C.o1nccc1C,CS(=O)C,CN1CCCN2C1=NCCC2,C1=CC(=CN=C1)NC2=CC=C(C=C2)C,CC(=O)[O-].CC(=O)[O-].[Pd+2],Buchwald-Hartwig
1298,82.02772,Nc1ccc(C)cc1.Brc1cccnc1.P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C.o1nccc1C,CS(=O)C,CN1CCCN2C1=NCCC2,C1=CC(=CN=C1)NC2=CC=C(C=C2)C,CC(=O)[O-].CC(=O)[O-].[Pd+2],Buchwald-Hartwig
1299,86.76212,Nc1ccc(C)cc1.Ic1cccnc1.P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C.o1nccc1C,CS(=O)C,CN1CCCN2C1=NCCC2,C1=CC(=CN=C1)NC2=CC=C(C=C2)C,CC(=O)[O-].CC(=O)[O-].[Pd+2],Buchwald-Hartwig
1300,10.05139,Nc1ccc(C)cc1.Clc1ccc(C(F)(F)F)cc1.P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C.o1cc2ccccc2n1,CS(=O)C,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,C1=CC(=CC=C1C(F)(F)F)NC2=CC=C(C=C2)C,CC(=O)[O-].CC(=O)[O-].[Pd+2],Buchwald-Hartwig
1301,12.33594,Nc1ccc(C)cc1.Brc1ccc(C(F)(F)F)cc1.P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C.o1cc2ccccc2n1,CS(=O)C,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,C1=CC(=CC=C1C(F)(F)F)NC2=CC=C(C=C2)C,CC(=O)[O-].CC(=O)[O-].[Pd+2],Buchwald-Hartwig
1302,10.49048,Nc1ccc(C)cc1.Ic1ccc(C(F)(F)F)cc1.P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C.o1cc2ccccc2n1,CS(=O)C,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,C1=CC(=CC=C1C(F)(F)F)NC2=CC=C(C=C2)C,CC(=O)[O-].CC(=O)[O-].[Pd+2],Buchwald-Hartwig
1303,0.97098,Nc1ccc(C)cc1.Clc1ccc(OC)cc1.P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C.o1cc2ccccc2n1,CS(=O)C,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,COC1=CC=C(C=C1)NC2=CC=C(C=C2)C,CC(=O)[O-].CC(=O)[O-].[Pd+2],Buchwald-Hartwig
1304,13.33702,Nc1ccc(C)cc1.Brc1ccc(OC)cc1.P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C.o1cc2ccccc2n1,CS(=O)C,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,COC1=CC=C(C=C1)NC2=CC=C(C=C2)C,CC(=O)[O-].CC(=O)[O-].[Pd+2],Buchwald-Hartwig
1305,17.14483,Nc1ccc(C)cc1.Ic1ccc(OC)cc1.P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C.o1cc2ccccc2n1,CS(=O)C,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,COC1=CC=C(C=C1)NC2=CC=C(C=C2)C,CC(=O)[O-].CC(=O)[O-].[Pd+2],Buchwald-Hartwig
